Location,Cuisines,Average_Cost_for_Two,Rating,Votes,Reviews,Delivery_Time
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Momos",100.0,3.0,180.0,65.0,45.0
Mumbai Central,"Mithai, Fast Food",100.0,3.0,6.0,1.0,45.0
"Sector 1, Noida",Chinese,100.0,3.0,181.0,122.0,30.0
Delhi University-GTB Nagar,"South Indian, Fast Food, Mithai",100.0,3.0,229.0,30.0,45.0
"Tiretti, Kolkata","Chinese, North Indian",100.0,3.0,85.0,27.0,30.0
Delhi Cantt.,Chinese,250.0,3.0,21.0,14.0,30.0
Delhi Cantt.,"North Indian, Chinese",250.0,3.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","Salad, Continental, Finger Food, North Indian, Italian, Maharashtrian",750.0,4.0,318.0,185.0,65.0
"Delhi Administration Flats, Timarpur","American, Italian, Cafe, Salad",250.0,4.0,943.0,580.0,45.0
"Babarpur, New Delhi, Delhi",North Indian,200.0,3.0,63.0,7.0,45.0
"D-Block, Sector 63, Noida","Pizza, Fast Food",200.0,3.0,80.0,36.0,30.0
"Raja Bazar, Kolkata","Cafe, Salad",350.0,3.0,659.0,407.0,45.0
Majestic,"North Indian, Chinese, Fast Food",150.0,3.0,149.0,14.0,45.0
"Musi Nagar, Malakpet, Hyderabad","North Indian, Chinese",300.0,3.0,51.0,17.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Arabian, North Indian, Rolls",300.0,3.0,65.0,20.0,45.0
"Rmz Centennial, I Gate, Whitefield","Healthy Food, American, Desserts",200.0,3.0,43.0,7.0,30.0
"Nathan Road, Mangaldas Road, Pune","Italian, European, North Indian",1200.0,3.0,220.0,154.0,65.0
Delhi University-GTB Nagar,Chinese,200.0,3.0,293.0,102.0,30.0
"Sandhurst Road, Mumbai CST Area","Chinese, Mughlai, North Indian, Seafood, Biryani",200.0,3.0,426.0,196.0,45.0
"Nathan Road, Mangaldas Road, Pune",South Indian,100.0,3.0,50.0,30.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Bakery, Desserts, Fast Food",150.0,3.0,19.0,8.0,65.0
Delhi University-GTB Nagar,"Biryani, North Indian, Mughlai, Kebab, Rolls",300.0,3.0,302.0,89.0,65.0
"Sector 1, Noida","Cafe, Continental, Desserts",200.0,3.0,38.0,15.0,45.0
"Musi Nagar, Malakpet, Hyderabad",Maharashtrian,100.0,3.0,4.0,1.0,30.0
Delhi Cantt.,"North Indian, Mughlai",350.0,2.0,27.0,10.0,45.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,150.0,3.0,9.0,1.0,30.0
"D-Block, Sector 63, Noida",North Indian,100.0,3.0,221.0,76.0,45.0
"Sandhurst Road, Mumbai CST Area",Parsi,200.0,3.0,50.0,32.0,30.0
"Delhi High Court, India Gate","Chinese, Italian, North Indian",300.0,3.0,28.0,18.0,30.0
Delhi University-GTB Nagar,North Indian,150.0,3.0,11.0,6.0,30.0
"MG Road, Pune","Desserts, Bakery",150.0,3.0,97.0,38.0,65.0
Pune University,"Continental, North Indian, Italian, Finger Food",600.0,4.0,3142.0,2036.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Italian, Fast Food",350.0,4.0,168.0,49.0,30.0
"Tejas Nagar Colony, Wadala West, Mumbai",South Indian,200.0,3.0,12.0,4.0,30.0
"Sector 1, Noida",Bakery,150.0,3.0,59.0,30.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Street Food",100.0,3.0,19.0,7.0,30.0
"Nathan Road, Mangaldas Road, Pune",Street Food,150.0,3.0,11.0,6.0,30.0
"Chandni Chowk, Kolkata","North Indian, Beverages",100.0,2.0,7.0,26.0,30.0
Majestic,"Chinese, North Indian, South Indian, Fast Food",200.0,3.0,4.0,26.0,30.0
"Tejas Nagar Colony, Wadala West, Mumbai","Bakery, Fast Food",200.0,3.0,72.0,22.0,45.0
"Delhi High Court, India Gate","North Indian, Chinese, Continental, Italian",500.0,4.0,1249.0,883.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Biryani,200.0,2.0,7.0,3.0,65.0
"Yerawada, Pune, Maharashtra","North Indian, Chinese, Mughlai",300.0,3.0,81.0,42.0,45.0
"Rmz Centennial, I Gate, Whitefield","Fast Food, Beverages",150.0,3.0,24.0,9.0,30.0
"Sector 63A,Gurgaon",North Indian,200.0,3.0,63.0,26.0,30.0
Delhi University-GTB Nagar,"Biryani, North Indian",200.0,3.0,22.0,8.0,65.0
"D-Block, Sector 63, Noida",North Indian,200.0,3.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","North Indian, Chinese, Continental, South Indian, Mexican",300.0,3.0,557.0,259.0,45.0
Pune University,Cafe,150.0,4.0,337.0,199.0,30.0
"Yerawada, Pune, Maharashtra","North Indian, Chinese",150.0,3.0,78.0,33.0,30.0
"FTI College, Law College Road, Pune",Rolls,150.0,3.0,640.0,174.0,30.0
Delhi Cantt.,"Chinese, Fast Food",100.0,3.0,8.0,26.0,30.0
"Delhi High Court, India Gate","North Indian, Mughlai",200.0,3.0,268.0,85.0,45.0
Delhi University-GTB Nagar,Chinese,100.0,3.0,4.0,26.0,30.0
"Jaya Nagar, Saidabad, Hyderabad","South Indian, North Indian",100.0,3.0,148.0,15.0,45.0
"Yerawada, Pune, Maharashtra",North Indian,150.0,3.0,47.0,17.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Fast Food, North Indian",200.0,3.0,43.0,17.0,45.0
Pune University,Ice Cream,100.0,3.0,63.0,26.0,30.0
"Rmz Centennial, I Gate, Whitefield","Fast Food, Beverages",100.0,3.0,17.0,11.0,30.0
"Moulali, Kolkata",Ice Cream,100.0,3.0,7.0,26.0,45.0
"FTI College, Law College Road, Pune","Fast Food, Beverages",100.0,3.0,63.0,26.0,30.0
"Sector 14, Noida","North Indian, Fast Food",150.0,3.0,11.0,4.0,30.0
"Sector 1, Noida","Biryani, North Indian, Mughlai",300.0,4.0,280.0,101.0,45.0
"Nathan Road, Mangaldas Road, Pune","Fast Food, Bakery, Desserts",150.0,3.0,18.0,10.0,30.0
"Noorkhan Bazaar, Malakpet, Hyderabad","Street Food, Fast Food, Beverages, Desserts, Mithai",50.0,3.0,63.0,26.0,30.0
"D-Block, Sector 63, Noida","North Indian, Chinese",250.0,4.0,44.0,39.0,30.0
"Dockyard Road, Mumbai CST Area","Fast Food, Burger, Sandwich",150.0,3.0,26.0,13.0,30.0
"FTI College, Law College Road, Pune","Desserts, Fast Food",100.0,3.0,45.0,19.0,45.0
"Delhi Administration Flats, Timarpur","North Indian, Street Food",150.0,3.0,81.0,40.0,30.0
"Tiretti, Kolkata","Fast Food, North Indian, Mishti",100.0,4.0,272.0,55.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, Kerala, Chinese",100.0,3.0,8.0,3.0,45.0
"Delhi High Court, India Gate",North Indian,100.0,3.0,11.0,1.0,30.0
Delhi University-GTB Nagar,Beverages,100.0,3.0,63.0,26.0,30.0
"D-Block, Sector 63, Noida","North Indian, Chinese, Biryani",250.0,3.0,112.0,49.0,65.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian, Fast Food, Mughlai",100.0,3.0,63.0,26.0,30.0
Mumbai Central,"North Indian, Beverages",150.0,2.0,4.0,4.0,45.0
Mumbai Central,"Bakery, Desserts",250.0,3.0,20.0,9.0,30.0
"Yerawada, Pune, Maharashtra","Fast Food, North Indian",100.0,3.0,4.0,2.0,30.0
"Nathan Road, Mangaldas Road, Pune","North Indian, Mughlai",100.0,3.0,5.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",Bakery,200.0,3.0,63.0,26.0,65.0
"Babarpur, New Delhi, Delhi","South Indian, Chinese, Fast Food",150.0,3.0,106.0,32.0,30.0
"Sector 1, Noida",North Indian,100.0,3.0,63.0,26.0,30.0
"Sandhurst Road, Mumbai CST Area",Desserts,100.0,3.0,22.0,9.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Bar Food, Italian, Chinese",400.0,3.0,70.0,35.0,45.0
"Delhi High Court, India Gate","Bakery, Desserts, Cafe",300.0,3.0,449.0,184.0,45.0
"Yerawada, Pune, Maharashtra","Burger, American, Fast Food",200.0,3.0,9.0,5.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese, Biryani",200.0,3.0,9.0,2.0,30.0
"Sector 14, Noida","North Indian, Mughlai",650.0,4.0,436.0,237.0,45.0
"FTI College, Law College Road, Pune",Chinese,150.0,3.0,109.0,44.0,30.0
"Sector 63A,Gurgaon","Rajasthani, North Indian",100.0,3.0,5.0,2.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Mithai, Street Food, North Eastern",150.0,4.0,42.0,20.0,30.0
"D-Block, Sector 63, Noida","Biryani, Mughlai",400.0,3.0,17.0,10.0,30.0
"Sector 1, Noida","Burger, Pizza, Sandwich",200.0,3.0,18.0,12.0,120.0
"Delhi High Court, India Gate","Pizza, Italian, Desserts, Burger, American",350.0,4.0,1793.0,1028.0,45.0
"D-Block, Sector 63, Noida","Chinese, Desserts, North Indian",100.0,3.0,13.0,2.0,45.0
"Sector 3, Marathalli","Beverages, Desserts, Ice Cream",200.0,3.0,63.0,26.0,30.0
"Sandhurst Road, Mumbai CST Area","North Indian, Chinese, Seafood",250.0,3.0,91.0,55.0,30.0
Mumbai Central,"Street Food, Mithai",100.0,4.0,304.0,108.0,30.0
"D-Block, Sector 63, Noida","Burger, Pizza, Fast Food",200.0,3.0,40.0,21.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Mughlai",150.0,2.0,63.0,26.0,30.0
"Delhi High Court, India Gate","Chinese, North Indian, Street Food",200.0,2.0,105.0,46.0,45.0
Mumbai Central,"Fast Food, Juices, Beverages, Pizza",150.0,3.0,210.0,70.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian, Fast Food",350.0,3.0,29.0,12.0,65.0
"D-Block, Sector 63, Noida",Bakery,200.0,3.0,49.0,23.0,30.0
"Dockyard Road, Mumbai CST Area","Momos, Fast Food",150.0,3.0,85.0,40.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, North Indian",100.0,3.0,203.0,91.0,30.0
Majestic,"Mithai, Street Food",100.0,3.0,396.0,199.0,45.0
"Dockyard Road, Mumbai CST Area",Fast Food,100.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Burger, Fast Food",200.0,4.0,714.0,220.0,45.0
"Sandhurst Road, Mumbai CST Area","Bakery, Desserts, Fast Food",100.0,3.0,10.0,3.0,120.0
"Rmz Centennial, I Gate, Whitefield","Continental, Mediterranean, Italian, North Indian, Finger Food, Chinese",650.0,4.0,4457.0,2808.0,30.0
"Sector 3, Marathalli","South Indian, North Indian",150.0,3.0,63.0,26.0,30.0
"Delhi Administration Flats, Timarpur","South Indian, Chinese",100.0,3.0,67.0,17.0,30.0
"Sector 1, Noida","Rolls, Fast Food, Chinese, North Indian",150.0,3.0,252.0,129.0,30.0
"D-Block, Sector 63, Noida",North Indian,200.0,2.0,61.0,8.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Pizza, Fast Food, Beverages",200.0,2.0,88.0,33.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Street Food",250.0,3.0,14.0,6.0,30.0
"D-Block, Sector 63, Noida",Bakery,200.0,3.0,8.0,2.0,30.0
"Yerawada, Pune, Maharashtra","North Indian, Chinese, Thai, European, Italian",650.0,3.0,186.0,114.0,30.0
"FTI College, Law College Road, Pune","Fast Food, Rolls",100.0,3.0,63.0,26.0,30.0
"Raja Bazar, Kolkata","Chinese, North Indian",150.0,3.0,63.0,26.0,30.0
"Delhi Administration Flats, Timarpur","Bakery, Pizza, Beverages",150.0,3.0,66.0,47.0,30.0
"D-Block, Sector 63, Noida","North Indian, Italian, Finger Food",500.0,4.0,160.0,134.0,45.0
"MG Road, Pune",Desserts,100.0,4.0,400.0,189.0,45.0
"Delhi High Court, India Gate",North Indian,100.0,4.0,371.0,140.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",Cafe,300.0,3.0,68.0,26.0,30.0
"D-Block, Sector 63, Noida","Biryani, North Indian",250.0,3.0,16.0,6.0,45.0
"FTI College, Law College Road, Pune","Chinese, Biryani",100.0,3.0,9.0,1.0,30.0
"Sector 1, Noida","North Indian, Chinese, South Indian, Fast Food",200.0,3.0,132.0,33.0,30.0
Majestic,"Street Food, Fast Food",50.0,3.0,10.0,4.0,30.0
"Nathan Road, Mangaldas Road, Pune","North Indian, Sandwich",200.0,3.0,15.0,2.0,30.0
Delhi University-GTB Nagar,"Street Food, Fast Food",150.0,4.0,253.0,118.0,30.0
"D-Block, Sector 63, Noida","Fast Food, Pizza, North Indian, Momos",200.0,4.0,479.0,247.0,45.0
"Dockyard Road, Mumbai CST Area",North Indian,150.0,3.0,63.0,26.0,30.0
"Sector 1, Noida",Bakery,100.0,3.0,14.0,12.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Asian, Continental, North Indian, Chinese, Salad, Healthy Food, Italian",350.0,4.0,439.0,201.0,65.0
"Sector 1, Noida","Fast Food, Beverages",200.0,4.0,164.0,56.0,30.0
"Sector 63A,Gurgaon",South Indian,150.0,3.0,63.0,26.0,30.0
"Sector 14, Noida",South Indian,100.0,3.0,108.0,40.0,45.0
"Sector 1, Noida","Pizza, Fast Food",150.0,3.0,43.0,9.0,30.0
Majestic,"Desserts, Sandwich, Pizza, Burger",100.0,3.0,11.0,2.0,30.0
"MG Road, Pune",Fast Food,100.0,3.0,19.0,10.0,30.0
"Moulali, Kolkata","Fast Food, Street Food, Desserts, Beverages",100.0,3.0,31.0,19.0,30.0
Majestic,"Biryani, Kebab",150.0,3.0,8.0,2.0,30.0
"Sector 1, Noida","Pizza, Fast Food",200.0,3.0,684.0,97.0,30.0
Mumbai Central,"Bakery, Desserts",100.0,3.0,41.0,28.0,30.0
"Sector 14, Noida",North Indian,150.0,3.0,5.0,1.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Biryani",200.0,3.0,63.0,26.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Fast Food",100.0,3.0,22.0,8.0,30.0
Delhi University-GTB Nagar,Fast Food,100.0,3.0,151.0,21.0,30.0
Mumbai Central,"American, Italian, Beverages",300.0,3.0,108.0,41.0,65.0
"Rmz Centennial, I Gate, Whitefield",North Indian,150.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Naga",300.0,4.0,584.0,301.0,45.0
"D-Block, Sector 63, Noida","Healthy Food, Salad, Juices",400.0,4.0,91.0,46.0,45.0
Delhi University-GTB Nagar,"North Indian, Chinese",500.0,4.0,466.0,268.0,45.0
"Sector 1, Noida",Biryani,200.0,3.0,13.0,5.0,30.0
"MG Road, Pune",Fast Food,100.0,3.0,63.0,26.0,30.0
Mumbai Central,"North Indian, Bar Food, Italian",600.0,4.0,584.0,331.0,30.0
"Babarpur, New Delhi, Delhi",Street Food,50.0,3.0,63.0,26.0,30.0
"Hyderabad Public School, Begumpet",Fast Food,50.0,3.0,18.0,12.0,30.0
"Nathan Road, Mangaldas Road, Pune",Desserts,150.0,3.0,30.0,12.0,30.0
"Nathan Road, Mangaldas Road, Pune",Fast Food,200.0,3.0,80.0,35.0,30.0
"Babarpur, New Delhi, Delhi",Pizza,200.0,3.0,63.0,26.0,30.0
"Rmz Centennial, I Gate, Whitefield",North Indian,200.0,4.0,125.0,69.0,30.0
"Delhi High Court, India Gate",North Indian,100.0,3.0,225.0,30.0,45.0
"D-Block, Sector 63, Noida",North Indian,250.0,3.0,100.0,76.0,45.0
"Sector 14, Noida","Beverages, Tea, Coffee, North Indian",100.0,3.0,7.0,3.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese",100.0,3.0,210.0,24.0,45.0
"Sector 63A,Gurgaon","Fast Food, Chinese",200.0,3.0,9.0,3.0,30.0
"Dockyard Road, Mumbai CST Area","North Indian, Chinese",350.0,3.0,109.0,64.0,65.0
Delhi University-GTB Nagar,Pizza,150.0,3.0,32.0,1.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Burger, Fast Food, Chinese",150.0,3.0,205.0,80.0,30.0
"Sector 3, Marathalli","Pizza, Beverages",200.0,3.0,191.0,31.0,45.0
"Sector 14, Noida","North Indian, Chinese, Rolls",150.0,4.0,1255.0,495.0,45.0
"Sector 1, Noida","North Indian, Fast Food",200.0,3.0,26.0,16.0,30.0
"Noorkhan Bazaar, Malakpet, Hyderabad","Street Food, Juices, Desserts",100.0,3.0,99.0,24.0,30.0
Majestic,"Asian, Biryani, North Indian, Desserts",200.0,3.0,19.0,11.0,45.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,250.0,3.0,51.0,16.0,45.0
"Nathan Road, Mangaldas Road, Pune","Chinese, North Indian, South Indian, Fast Food",250.0,3.0,580.0,317.0,30.0
"Delhi High Court, India Gate","Burger, Fast Food",150.0,4.0,1608.0,986.0,45.0
Pune University,Street Food,100.0,3.0,26.0,12.0,30.0
"FTI College, Law College Road, Pune","Fast Food, Street Food",100.0,3.0,5.0,26.0,30.0
"Raja Bazar, Kolkata","North Indian, Chinese, Bengali",150.0,3.0,63.0,26.0,30.0
"Sector 1, Noida",North Indian,100.0,3.0,26.0,1.0,30.0
"Delhi High Court, India Gate","Pizza, Burger, Fast Food, North Indian, Beverages",150.0,3.0,63.0,25.0,65.0
"Sector 1, Noida","Desserts, Juices",200.0,4.0,716.0,539.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Mughlai",200.0,3.0,63.0,26.0,120.0
"FTI College, Law College Road, Pune","North Indian, Mughlai",300.0,2.0,7.0,2.0,30.0
"Delhi Administration Flats, Timarpur","North Indian, Mughlai",200.0,3.0,101.0,24.0,45.0
"Nathan Road, Mangaldas Road, Pune","Chinese, North Indian, Biryani",200.0,3.0,19.0,1.0,30.0
Mumbai Central,"Fast Food, Chinese",200.0,3.0,91.0,44.0,45.0
"MG Road, Pune",Street Food,50.0,3.0,145.0,12.0,30.0
"Rmz Centennial, I Gate, Whitefield","Desserts, Ice Cream, Beverages",50.0,3.0,4.0,26.0,30.0
"Sandhurst Road, Mumbai CST Area",Desserts,150.0,3.0,63.0,26.0,30.0
"Delhi High Court, India Gate","Beverages, Desserts",200.0,3.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","Momos, Chinese, Burger, Fast Food",100.0,4.0,1000.0,205.0,30.0
Majestic,"North Indian, Chinese",300.0,3.0,73.0,36.0,30.0
"Tiretti, Kolkata","South Indian, Continental, Fast Food",300.0,3.0,232.0,105.0,65.0
"Chandni Chowk, Kolkata",Street Food,150.0,4.0,260.0,123.0,45.0
"Panjetan Colony, Malakpet, Hyderabad","North Indian, Chinese, Biryani",250.0,3.0,327.0,59.0,30.0
"Sandhurst Road, Mumbai CST Area",Mithai,150.0,3.0,56.0,24.0,45.0
"Hyderabad Public School, Begumpet","South Indian, Fast Food, Desserts",150.0,3.0,892.0,70.0,45.0
"Chandni Chowk, Kolkata","Italian, American, Continental",450.0,4.0,3083.0,1804.0,45.0
"FTI College, Law College Road, Pune","Fast Food, Desserts",200.0,3.0,11.0,5.0,30.0
Delhi Cantt.,"Cafe, Italian, Fast Food",350.0,4.0,5116.0,3019.0,65.0
"Moulali, Kolkata",Rolls,100.0,3.0,29.0,12.0,30.0
"Sandhurst Road, Mumbai CST Area","Chinese, North Indian, South Indian, Fast Food",200.0,3.0,139.0,47.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese, Mughlai",200.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Kerala, South Indian, Biryani",150.0,3.0,122.0,32.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Continental, Chinese",200.0,3.0,63.0,26.0,30.0
Pune University,"Ice Cream, Desserts, Beverages",150.0,3.0,8.0,3.0,30.0
"Delhi High Court, India Gate","Bar Food, Asian, Burger, Pizza",550.0,4.0,698.0,422.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Street Food, Fast Food, Beverages",100.0,4.0,71.0,36.0,45.0
"Delhi Administration Flats, Timarpur","Beverages, Ice Cream",100.0,3.0,13.0,4.0,30.0
"D-Block, Sector 63, Noida","Chinese, Rolls",250.0,3.0,27.0,9.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Rolls",150.0,3.0,6.0,26.0,30.0
"FTI College, Law College Road, Pune","Cafe, Desserts, Fast Food",100.0,4.0,129.0,37.0,30.0
"Nathan Road, Mangaldas Road, Pune",North Indian,150.0,2.0,5.0,2.0,65.0
"Sector 1, Noida","Fast Food, Chinese",100.0,3.0,33.0,2.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Pizza, Fast Food, Beverages",100.0,3.0,63.0,26.0,30.0
Delhi University-GTB Nagar,North Indian,100.0,3.0,63.0,26.0,30.0
"Sector 3, Marathalli","Desserts, Bakery",250.0,4.0,590.0,243.0,120.0
"Sector 1, Noida","Mexican, American, Italian, Burger",500.0,4.0,4903.0,3989.0,65.0
"D-Block, Sector 63, Noida","Ice Cream, Desserts",150.0,3.0,15.0,15.0,30.0
"Tejas Nagar Colony, Wadala West, Mumbai","Cafe, Fast Food",200.0,3.0,6.0,26.0,30.0
Pune University,Fast Food,100.0,3.0,9.0,26.0,30.0
"Sector 14, Noida","South Indian, Fast Food",150.0,3.0,140.0,38.0,30.0
"Delhi High Court, India Gate","North Indian, Mughlai, Chinese, Kebab",600.0,4.0,906.0,569.0,45.0
Delhi Cantt.,Pizza,100.0,3.0,8.0,2.0,30.0
"Sector 14, Noida","Biryani, North Indian, Chinese",100.0,3.0,61.0,19.0,30.0
Majestic,"Mangalorean, North Indian, Seafood, Chinese, Biryani",200.0,3.0,26.0,8.0,30.0
"Delhi Administration Flats, Timarpur",Fast Food,100.0,3.0,16.0,4.0,30.0
"Delhi High Court, India Gate","Biryani, North Indian",200.0,3.0,10.0,26.0,30.0
"Sector 1, Noida","Desserts, Ice Cream",100.0,4.0,103.0,84.0,30.0
Mumbai Central,"Mughlai, Chinese, North Indian, Fast Food",200.0,3.0,33.0,12.0,45.0
"Yerawada, Pune, Maharashtra","Cafe, American, Fast Food",200.0,3.0,63.0,26.0,30.0
"Delhi High Court, India Gate","North Indian, Chinese, Rolls",100.0,3.0,18.0,4.0,30.0
"Dockyard Road, Mumbai CST Area","North Indian, Chinese, Mughlai, Maharashtrian",250.0,3.0,74.0,36.0,30.0
"Sector 14, Noida",Biryani,150.0,3.0,63.0,26.0,30.0
"Sector 3, Marathalli","Fast Food, Burger, Biryani",200.0,3.0,23.0,10.0,30.0
"Nathan Road, Mangaldas Road, Pune","Chinese, Mughlai",250.0,2.0,6.0,5.0,30.0
Delhi Cantt.,"Bakery, Desserts",150.0,3.0,11.0,1.0,30.0
"Dockyard Road, Mumbai CST Area","Bakery, Desserts",150.0,3.0,34.0,18.0,45.0
"MG Road, Pune","Biryani, Street Food",150.0,3.0,63.0,26.0,30.0
Mumbai Central,Fast Food,100.0,3.0,18.0,2.0,45.0
"D-Block, Sector 63, Noida","Rolls, Lebanese",250.0,3.0,9.0,9.0,30.0
Delhi Cantt.,"Pizza, Fast Food",200.0,3.0,31.0,14.0,30.0
"Delhi Administration Flats, Timarpur",North Indian,200.0,3.0,337.0,103.0,65.0
Mumbai Central,"North Indian, Biryani, Kebab, BBQ",200.0,3.0,30.0,26.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Continental, Biryani, Chinese, Fast Food, Beverages",200.0,3.0,66.0,45.0,30.0
"Delhi Administration Flats, Timarpur",Fast Food,200.0,3.0,11.0,26.0,30.0
Pune University,"Beverages, Fast Food, North Indian",200.0,4.0,359.0,148.0,45.0
"Delhi High Court, India Gate",Cafe,200.0,3.0,63.0,26.0,30.0
"Rmz Centennial, I Gate, Whitefield","Street Food, Fast Food",100.0,4.0,242.0,179.0,65.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,200.0,3.0,111.0,14.0,30.0
"Delhi Administration Flats, Timarpur","Chinese, Italian, Continental, Momos",250.0,3.0,234.0,85.0,45.0
Pune University,Maharashtrian,50.0,3.0,12.0,5.0,30.0
"Tejas Nagar Colony, Wadala West, Mumbai",Bakery,50.0,3.0,25.0,13.0,30.0
"D-Block, Sector 63, Noida",North Indian,200.0,3.0,63.0,26.0,30.0
"Babarpur, New Delhi, Delhi","North Indian, Chinese, Fast Food",200.0,3.0,63.0,26.0,30.0
"Sandhurst Road, Mumbai CST Area","Chinese, Mughlai",250.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, North Indian, Chinese",150.0,3.0,25.0,12.0,45.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Fast Food",200.0,3.0,63.0,26.0,30.0
"Sector 1, Noida",North Indian,150.0,3.0,130.0,40.0,30.0
"Delhi High Court, India Gate","Healthy Food, Continental",200.0,3.0,208.0,72.0,65.0
Majestic,"South Indian, North Indian, Chinese, Street Food",200.0,3.0,40.0,19.0,30.0
"Musi Nagar, Malakpet, Hyderabad","Andhra, South Indian",150.0,3.0,16.0,1.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Kerala, South Indian",100.0,3.0,11.0,3.0,30.0
"Hyderabad Public School, Begumpet","South Indian, North Indian, Chinese, Continental",400.0,3.0,205.0,60.0,45.0
"Yerawada, Pune, Maharashtra","Chinese, Thai, Indonesian, Italian",800.0,4.0,1693.0,1239.0,45.0
Mumbai Central,"Cafe, Healthy Food, Italian",600.0,2.0,8.0,5.0,45.0
"Sector 1, Noida","North Indian, Chinese",250.0,3.0,7.0,2.0,30.0
"Rmz Centennial, I Gate, Whitefield","Chinese, Vietnamese, Desserts",300.0,3.0,68.0,42.0,30.0
Mumbai Central,"Italian, Mexican",550.0,4.0,748.0,387.0,30.0
"Sector 3, Marathalli","Fast Food, Street Food",100.0,3.0,30.0,10.0,45.0
"Sector 3, Marathalli","Coffee, Beverages, Sandwich",200.0,3.0,63.0,26.0,30.0
"Sector 63A,Gurgaon","Chinese, Thai, Asian",650.0,3.0,645.0,291.0,65.0
Majestic,"Ice Cream, Desserts",100.0,3.0,25.0,6.0,30.0
"Sandhurst Road, Mumbai CST Area","Beverages, Desserts, Ice Cream",200.0,3.0,246.0,83.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",200.0,3.0,63.0,26.0,30.0
